GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R6Q1	EIF5	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002735|InterPro:IPR016189|InterPro:IPR016190|InterPro:IPR045196	9606	InterPro		F
UniProtKB	A0A024R6Q1	EIF5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A024R821	EIF3S9	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011400	9606	InterPro		F
UniProtKB	A0A024R821	EIF3S9	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A024R821	EIF3S9	enables	GO:0003743	translation initiation factor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8JZQ9|ensembl:ENSMUSP00000098076	9606	Ensembl		F
UniProtKB	A0A024R821	EIF3S9	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106119	9606	UniProt		F
UniProtKB	A0A024RBR3	DENR	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001950|InterPro:IPR005873|InterPro:IPR036877	9606	InterPro		F
UniProtKB	A0A024RBR3	DENR	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A024RDQ7	MTIF3	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001288|InterPro:IPR019814|InterPro:IPR036787	9606	InterPro		F
UniProtKB	A0A024RDQ7	MTIF3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A087WUT6	EIF5B	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A087WVB6	EIF2D	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039757	9606	InterPro		F
UniProtKB	A0A087WVB9	EIF3K	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR009374|InterPro:IPR016020	9606	InterPro		F
UniProtKB	A0A087WVB9	EIF3K	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A087WVB9	EIF3K	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107107	9606	UniProt		F
UniProtKB	A0A087X1L6	EIF2D	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039757	9606	InterPro		F
UniProtKB	A0A0A0MSA7	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045208	9606	InterPro		F
UniProtKB	A0A0A0MSA7	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A0B4J1Y7	EIF6	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A0D9SGB5	EIF3D	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007783	9606	InterPro		F
UniProtKB	A0A0U1RQK7	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045208	9606	InterPro		F
UniProtKB	A0A0U1RQK7	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A0U1RQV5	A0A0U1RQV5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A161SXE1	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A161SXE1	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A1I9KF45	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A1I9KGH8	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001253|InterPro:IPR006196|InterPro:IPR018104	9606	InterPro		F
UniProtKB	A0A1I9KGH8	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A1I9KGH8	EIF1AY	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000415185	9606	UniProt		F
UniProtKB	A0A3B3ISM8	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A3B3ISV1	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A3B3ISX3	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A3B3ITG6	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A3B3IUB1	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A3B3IUF2	EIF2B5	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A6C0SHA8	EIF2AK3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A6C0SHM7	EIF2AK3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2H9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V2H9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2H9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V2M3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V2M3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2M3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V2Q9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V2Q9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2S9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V2S9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2W0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V2W0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V2W0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V2Y5	GMPPB	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3I0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V3I0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3I0	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V3I2	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V3I2	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3I2	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V3N2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V3N2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3N2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V3S3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V3S3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3S3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V3U3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V3U3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V3U3	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V3W9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V3W9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V429	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V429	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V4B4	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V4B4	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V4B4	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V4G3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V4G3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V4G3	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V570	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V570	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V5K7	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V5K7	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V5P9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V5P9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V5P9	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V5V8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V5V8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V5V8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V5Z6	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016650	9606	InterPro		F
UniProtKB	A0A7I2V5Z6	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V5Z6	EIF3E	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000106293	9606	UniProt		F
UniProtKB	A0A7I2V607	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V607	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V607	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V613	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V613	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V613	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V640	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V640	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V640	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2V685	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2V685	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2V685	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2Y1C3	EIF4G1	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045208	9606	InterPro		F
UniProtKB	A0A7I2Y1C3	EIF4G1	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQA0	EIF3F	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027531	9606	InterPro		F
UniProtKB	A0A7I2YQC8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQC8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQC8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2YQF8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQF8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQF8	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2YQI2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQI2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQI2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2YQI5	GMPPB	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQI6	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQI6	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQI6	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2YQT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7I2YQU2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7I2YQU2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7I2YQU2	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A7P0MRT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027525	9606	InterPro		F
UniProtKB	A0A7P0MRT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A7P0MRT9	EIF3I	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000107081	9606	UniProt		F
UniProtKB	A0A804HIS0	GMPPA	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A804HJV5	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045208	9606	InterPro		F
UniProtKB	A0A804HJV5	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A8I5KSA5	EIF4E2	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001040|InterPro:IPR019770	9606	InterPro		F
UniProtKB	A0A8I5KSA5	EIF4E2	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A8I5KT16	EIF4E2	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001040|InterPro:IPR019770	9606	InterPro		F
UniProtKB	A0A8I5KT16	EIF4E2	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
UniProtKB	A0A8I5KT99	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR045208	9606	InterPro		F
UniProtKB	A0A8I5KT99	EIF4G3	enables	GO:0003743	translation initiation factor activity	ECO:0007322	IEA	GO_REF:0000043	UniProtKB-KW:KW-0396	9606	UniProt		F
